Date,Time,TimeDiff,TimeDiff2,Longitude (X),Latitude (Y),Speed,SpeedDiff,Operatorname,Acceleration,Operator,CGI,Cellname,Node,CellID,LAC,NetworkTech,NetworkMode,Level,Qual (RSRQ),SNR,CQI,LTERSSI,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Z,Accuracy,Location,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,TESTDOWNLINK,TESTUPLINK,TESTDOWNLINKMAX,TESTUPLINKMAX,Test_Status,DataConnection_Type,DataConnection_Info,Layer,Filemark,IMEI,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,IMSI,MSISDN,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,FREQUENCY (MHZ),SecondCell_NODE,SecondCell_CELLID,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,CSI_RSRP,CSI_RSRQ,CSI_SNR,NetworkTypeNum,CA,SecondCell_PSC,SecondCell_ARFCN,SecondCell_BAND,Site_BEARING,R1,R2,R3,R4,NTech1,NCellName1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NDistance1,NBearing1,NTech2,NCellName2,NCellid2,NLAC2,NCell2,NARFCN2,NRxLev2,NQual2,NDistance2,NBearing2,NTech3,NCellName3,NCellid3,NLAC3,NCell3,NARFCN3,NRxLev3,NQual3,NDistance3,NBearing3,NTech4,NCellName4,NCellid4,NLAC4,NCell4,NARFCN4,NRxLev4,NQual4,NDistance4,NBearing4,NTech5,NCellName5,NCellid5,NLAC5,NCell5,NARFCN5,NRxLev5,NQual5,NDistance5,NBearing5,NTech6,NCellName6,NCellid6,NLAC6,NCell6,NARFCN6,NRxLev6,NQual6,NDistance6,NBearing6,NTech7,NCellName7,NCellid7,NLAC7,NCell7,NARFCN7,NRxLev7,NQual7,NDistance7,NBearing7
13/07/2022,18:16:25,0:00,0,-0.2422353,51.7512722,0,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-91,-6,24.2,-,-69,3350,0,1,452,1,1.4,36,N,D,,,,,,,,,,,M,13,1,,,42,0,192.0.0.4,2,,,,,271,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,190,,,,,4G,,,,451,3350,-109,-20,,,4G,,,,298,3350,-111,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:16:25,00,0,-0.24232451,51.75092466,0,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-91,-6,24.2,-,-69,3350,3,3,452,1,1.4,18,G,D,,,,,,,,,,,M,13,1,,,3,0,192.0.0.4,2,,,,,271,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,199,,,,,4G,,,,451,3350,-109,-20,,,4G,,,,298,3350,-111,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:16:44,19,19,-0.24232528,51.75092405,0,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-75,-7,26.8,-,-63,3350,0,0,452,0,1.4,18,G,I,,,,,,,,,,,M,13,1,,,3,0,192.0.0.4,2,,,,,290,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,199,,,,,4G,,,,451,3350,-95,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:16:45,01,1,-0.2422161,51.7511207,0,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-75,-7,27,-,-63,3350,0,0,452,1,1.4,41,N,I,,,,,,,,,,,M,13,1,,,26,0,192.0.0.4,2,,,,,291,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,199,,,,,4G,,,,451,3350,-95,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:05,20,20,-0.2420864,51.7511791,0,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-74,-6,25,-,-63,3350,0,0,452,0,1.4,38,N,I,,,,,,,,,,,M,13,1,,,35,0,192.0.0.4,2,,,,,311,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,210,,,,,4G,,,,451,3350,-90,-20,,,4G,,,,298,3350,-97,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:19,14,14,-0.24231839,51.75095896,0,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-79,-7,25.8,-,-65,3350,0,0,452,0,1.4,14,G,I,,,,,,,,,,,M,13,1,,,35,0,192.0.0.4,2,,,,,325,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,210,,,,,4G,,,,298,3350,-98,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:22,03,3,-0.24242839,51.75098982,4,4,EE,1.333333333,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-78,-8,25.8,-,-65,3350,0,0,452,0,1.4,13,G,I,,,,,,,,,,,M,13,1,,,11,0,192.0.0.4,2,,,,,328,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,148,,,,,4G,,,,298,3350,-100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:25,03,3,-0.24259073,51.7510204,3,-1,EE,-0.333333333,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-83,-7,25.8,-,-65,3350,0,0,452,0,1.4,13,G,D,,,,,,,,,,,M,13,1,,,22,0,192.0.0.4,2,,,,,331,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,127,,,,,4G,,,,298,3350,-100,-19,,,4G,,,,451,3350,-100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:25,00,0,-0.2426173,51.7517848,0,-3,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-83,-7,25.8,-,-65,3350,0,0,452,0,1.4,74,N,D,,,,,,,,,,,M,13,1,,,100,0,192.0.0.4,2,,,,,331,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,168,,,,,4G,,,,298,3350,-100,-19,,,4G,,,,451,3350,-100,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:28,03,3,-0.2426036,51.75111856,2,2,EE,0.666666667,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-82,-7,23.2,-,-65,3350,0,0,452,0,1.4,14,G,I,,,,,,,,,,,M,13,1,,,30,0,192.0.0.4,2,,,,,334,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,143,,,,,4G,,,,451,3350,-98,-20,,,4G,,,,298,3350,-103,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:32,04,4,-0.24266782,51.75120981,2,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-87,-8,22.8,-,-69,3350,0,0,452,0,1.4,16,G,I,,,,,,,,,,,M,13,1,,,41,0,192.0.0.4,1,,,,,338,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,146,,,,,4G,,,,451,3350,-103,-20,,,4G,,,,298,3350,-111,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:38,06,6,-0.24281027,51.75118687,3,1,EE,0.166666667,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-94,-8,23.6,-,-71,3350,0,0,452,0,1.4,16,G,I,,,,,,,,,,,M,13,1,,,45,0,192.0.0.4,1,,,,,344,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,134,,,,,4G,,,,451,3350,-106,-18,,,4G,,,,298,3350,-112,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:41,03,3,-0.2428054,51.75127852,2,-1,EE,-0.333333333,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-92,-8,24,-,-69,3350,0,0,452,0,1.4,13,G,I,,,,,,,,,,,M,13,1,,,53,0,192.0.0.4,1,,,,,347,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,142,,,,,4G,,,,298,3350,-110,-20,,,4G,,,,451,3350,-111,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:45,04,4,-0.2423135,51.751865,0,-2,EE,-0.5,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-91,-6,23.8,-,-69,3350,0,1,452,0,1.4,39,N,D,,,,,,,,,,,M,13,1,,,107,0,192.0.0.4,1,,,,,351,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,181,,,,,4G,,,,298,3350,-110,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:46,01,1,-0.24286373,51.75136991,4,4,EE,4,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-91,-6,23.8,-,-69,3350,0,0,452,0,1.4,13,G,I,,,,,,,,,,,M,13,1,,,63,0,192.0.0.4,1,,,,,352,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,145,,,,,4G,,,,298,3350,-110,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:51,05,5,-0.24288675,51.75147979,6,2,EE,0.4,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-96,-6,20.6,-,-73,3350,0,0,452,0,1.4,14,G,I,,,,,,,,,,,M,13,1,,,74,0,192.0.0.4,1,,,,,357,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,149,,,,,4G,,,,451,3350,-112,-20,,,4G,,,,299,3350,-114,-20,,,4G,,,,457,3350,-116,-20,,,4G,,,,298,3350,-117,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:17:56,05,5,-0.24302082,51.75151985,7,1,EE,0.2,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-98,-6,19,-,-73,3350,0,0,452,0,1.4,14,G,I,,,,,,,,,,,M,13,1,,,83,0,192.0.0.4,1,,,,,362,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,145,,,,,4G,,,,451,3350,-109,-19,,,4G,,,,299,3350,-112,-19,,,4G,,,,298,3350,-113,-20,,,4G,,,,447,3350,-116,-20,,,4G,,,,457,3350,-118,-20,,,4G,,,,237,3350,-126,-20,,,,,,,,,,,,
13/07/2022,18:18:05,09,9,-0.2422194,51.7517548,0,-7,EE,-0.777777778,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-102,-7,18.2,-,-75,3350,0,0,452,0,1.4,45,N,I,,,,,,,,,,,M,13,1,,,95,0,192.0.0.4,1,,,,,371,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,185,,,,,4G,,,,298,3350,-122,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:18:14,09,9,-0.24303893,51.75162487,4,4,EE,0.444444444,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-100,-6,16.4,-,-75,3350,0,0,452,0,1.4,16,G,I,,,,,,,,,,,M,13,1,,,94,0,192.0.0.4,2,,,,,380,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,149,,,,,4G,,,,299,3350,-118,-19,,,4G,,,,298,3350,-120,-20,,,4G,,,,457,3350,-120,-20,,,4G,,,,205,3350,-121,-20,,,4G,,,,271,3350,-122,-20,,,4G,,,,495,3350,-122,-20,,,4G,,,,394,3350,-122,-20,,
13/07/2022,18:18:25,11,11,-0.24317818,51.75169076,7,3,EE,0.272727273,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-6,16,-,-72,3350,0,0,452,0,1.4,13,G,I,,,,,,,,,,,M,13,1,,,105,0,192.0.0.4,1,,,,,391,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,146,,,,,4G,,,,451,3350,-111,-14,,,4G,,,,298,3350,-117,-17,,,4G,,,,299,3350,-120,-20,,,4G,,,,457,3350,-121,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:18:25,00,0,-0.2432416,51.7521886,0,-7,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-6,16.6,-,-73,3350,0,0,452,0,1.4,77,N,I,,,,,,,,,,,M,13,1,,,156,0,192.0.0.4,1,,,,,391,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,156,,,,,4G,,,,451,3350,-111,-14,,,4G,,,,298,3350,-117,-17,,,4G,,,,299,3350,-120,-20,,,4G,,,,457,3350,-121,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:18:32,07,7,-0.24333137,51.75172414,4,4,EE,0.571428571,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-99,-6,18.8,-,-74,3350,0,0,452,0,1.4,12,G,I,,,,,,,,,,,M,13,1,,,114,0,192.0.0.4,1,,,,,398,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,143,,,,,4G,,,,298,3350,-112,-20,,,4G,,,,451,3350,-112,-20,,,4G,,,,457,3350,-118,-20,,,4G,,,,237,3350,-128,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:18:43,11,11,-0.24342273,51.75179927,2,-2,EE,-0.181818182,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-96,-7,20.4,-,-71,3350,0,0,452,0,1.4,12,G,D,,,,,,,,,,,M,13,1,,,125,0,192.0.0.4,1,,,,,408,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,143,,,,,4G,,,,298,3350,-106,-13,,,4G,,,,451,3350,-111,-20,,,4G,,,,299,3350,-113,-20,,,4G,,,,237,3350,-119,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:18:45,02,2,-0.2436238,51.7522339,0,-2,EE,-1,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-96,-6,19.4,-,-73,3350,0,0,452,0,1.4,18,N,I,,,,,,,,,,,M,13,1,,,173,0,192.0.0.4,1,,,,,411,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,149,,,,,4G,,,,451,3350,-109,-19,,,4G,,,,298,3350,-112,-20,,,4G,,,,299,3350,-114,-19,,,4G,,,,237,3350,-114,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:18:50,05,5,-0.24339909,51.75189698,7,7,EE,1.4,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-7,14.8,-,-73,3350,0,0,452,0,1.4,11,G,I,,,,,,,,,,,M,13,1,,,133,0,192.0.0.4,1,,,,,415,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,146,,,,,4G,,,,298,3350,-106,-13,,,4G,,,,451,3350,-106,-19,,,4G,,,,299,3350,-110,-20,,,4G,,,,457,3350,-116,-20,,,4G,,,,237,3350,-119,-19,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:18:57,07,7,-0.24333885,51.75198707,3,-4,EE,-0.571428571,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-99,-9,11.6,-,-72,3350,0,0,452,0,1.4,12,G,I,,,,,,,,,,,M,13,1,,,139,0,192.0.0.4,1,,,,,422,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,150,,,,,4G,,,,298,3350,-104,-15,,,4G,,,,299,3350,-105,-16,,,4G,,,,451,3350,-120,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:06,09,9,-0.24337564,51.75208597,4,1,EE,0.111111111,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-99,-10,3.4,-,-71,3350,0,0,452,0,1.4,13,G,I,,,,,,,,,,,M,13,1,,,150,0,192.0.0.4,1,,,,,431,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,151,,,,,4G,,,,298,3350,-104,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:12,06,6,-0.24335971,51.75218606,5,1,EE,0.166666667,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-11,2.4,-,-72,3350,0,0,452,0,1.4,13,G,I,,,,,,,,,,,M,13,1,,,159,0,192.0.0.4,1,,,,,437,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,153,,,,,4G,,,,298,3350,-102,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:18,06,6,-0.24325931,51.75225997,5,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-96,-7,3,-,-73,3350,0,0,452,0,1.4,14,G,I,,,,,,,,,,,M,13,1,,,164,0,192.0.0.4,1,,,,,443,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,157,,,,,4G,,,,298,3350,-104,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:26,08,8,-0.2435213,51.7524168,0,-5,EE,-0.625,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-10,6.8,-,-71,3350,0,0,452,0,1.4,15,N,I,,,,,,,,,,,M,13,1,,,187,0,192.0.0.4,1,,,,,451,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,154,,,,,4G,,,,298,3350,-101,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:32,06,6,-0.24331808,51.75234237,2,2,EE,0.333333333,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-99,-8,6.6,-,-72,3350,0,0,452,0,1.4,23,G,I,,,,,,,,,,,M,13,1,,,174,0,192.0.0.4,1,,,,,457,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,157,,,,,4G,,,,298,3350,-105,-16,,,4G,,,,299,3350,-108,-19,,,4G,,,,457,3350,-113,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:46,14,14,-0.2436392,51.7526501,0,-2,EE,-0.142857143,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-6,8.4,-,-77,3350,1,1,452,0,1.4,35,N,D,,,,,,,,,,,M,13,1,,,214,0,192.0.0.4,2,,,,,471,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,155,,,,,4G,,,,334,3350,-110,-20,,,4G,,,,298,3350,-111,-17,,,4G,,,,299,3350,-112,-20,,,4G,,,,457,3350,-114,-20,,,4G,,,,451,3350,-116,-20,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:47,01,1,-0.24330933,51.75244188,4,4,EE,4,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-6,8.6,-,-72,3350,0,0,452,0,1.4,12,G,I,,,,,,,,,,,M,13,1,,,184,0,192.0.0.4,2,,,,,472,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,158,,,,,4G,,,,334,3350,-110,-20,,,4G,,,,298,3350,-111,-17,,,4G,,,,299,3350,-112,-20,,,4G,,,,457,3350,-114,-20,,,4G,,,,451,3350,-116,-20,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:52,05,5,-0.24329553,51.75253229,4,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-101,-8,8.8,-,-74,3350,0,0,452,0,1.4,13,G,I,,,,,,,,,,,M,13,1,,,193,0,192.0.0.4,1,,,,,477,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,160,,,,,4G,,,,298,3350,-105,-11,,,4G,,,,299,3350,-114,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:19:58,06,6,-0.24327051,51.752622,7,3,EE,0.5,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-7,9,-,-73,3350,0,0,452,0,1.4,13,G,D,,,,,,,,,,,M,13,1,,,202,0,192.0.0.4,1,,,,,483,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,161,,,,,4G,,,,298,3350,-110,-14,,,4G,,,,299,3350,-110,-20,,,4G,,,,451,3350,-113,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:20:02,04,4,-0.24322801,51.75271022,5,-2,EE,-0.5,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-8,11.4,-,-73,3350,0,0,452,0,1.4,14,G,I,,,,,,,,,,,M,13,1,,,210,0,192.0.0.4,0,,,,,487,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,163,,,,,4G,,,,298,3350,-101,-14,,,4G,,,,450,3350,-108,-20,,,4G,,,,490,3350,-110,-20,,,4G,,,,299,3350,-111,-20,,,4G,,,,451,3350,-111,-20,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:20:06,04,4,-0.2436786,51.7529457,0,-5,EE,-1.25,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-9,9.8,-,-72,3350,0,0,452,0,1.4,27,N,I,,,,,,,,,,,M,13,1,,,245,0,192.0.0.4,2,,,,,491,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,157,,,,,4G,,,,298,3350,-103,-13,,,4G,,,,334,3350,-109,-19,,,4G,,,,457,3350,-111,-20,,,4G,,,,451,3350,-112,-20,,,4G,,,,299,3350,-113,-20,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:20:09,03,3,-0.24324936,51.75280096,6,6,EE,2,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-94,-9,8,-,-71,3350,0,0,452,0,1.4,14,G,I,,,,,,,,,,,M,13,1,,,220,0,192.0.0.4,1,,,,,494,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,163,,,,,4G,,,,298,3350,-102,-13,,,4G,,,,457,3350,-107,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:20:10,01,1,-0.24324936,51.75280096,6,0,EE,0,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-97,-9,8,-,-71,3350,0,0,452,-1,1.4,14,G,I,,,,,,,,,,,M,13,1,,,220,0,192.0.0.4,1,,,,,495,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,163,,,,,4G,,,,298,3350,-101,-11,,,4G,,,,334,3350,-107,-18,,,4G,,,,490,3350,-110,-20,,,4G,,,,457,3350,-111,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,18:20:14,04,4,-0.24320707,51.75288896,7,1,EE,0.25,23430,2.34301E+14,27196-7,27196,7,10761,4G,LTE,-91,-6,9.2,-,-70,3350,0,0,452,0,1.4,14,G,I,,,,,,,,,,,M,13,1,,,229,0,192.0.0.4,0,,,,,499,7,6A3C,2A09,6962183,25.8,499,samsung:SM-G975U:PPR1.180610.011,L7,20MHZ,2600,,,,,,,,,13,FALSE,,,,164,,,,,4G,,,,298,3350,-108,-8,,,4G,,,,451,3350,-111,-20,,,4G,,,,299,3350,-114,-20,,,4G,,,,457,3350,-116,-18,,,4G,,,,447,3350,-119,-20,,,,,,,,,,,,,,,,,,,,,,
